"PlantGrowthForms.PlantGrowthFormsSubfield.PlantGrowthFormsName","PlantGrowthForms.PlantGrowthFormsSubfield.PlantGrowthFormsLookup","internal_taxon_id"
"Tree - size unknown","T","529807-1"
