"PlantGrowthForms.PlantGrowthFormsSubfield.PlantGrowthFormsName","PlantGrowthForms.PlantGrowthFormsSubfield.PlantGrowthFormsLookup","internal_taxon_id"
"Tree - size unknown","T","20008009-1"
