"","PlantGrowthForms.PlantGrowthFormsSubfield.PlantGrowthFormsName","PlantGrowthForms.PlantGrowthFormsSubfield.PlantGrowthFormsLookup","internal_taxon_id"
"1","Tree - small","TS","529807-1"
