"","internal_taxon_id","RedListRationale.value","mapstatus.status","RedListAssessmentDate.value","RedListCriteria.critVersion","RedListCriteria.manualCategory","PopulationTrend.value","System.value","language.value","rangedocumentation.narrative","populationdocumentation.narrative","habitatdocumentation.narrative","threatsdocumentation.value","redlistcriteria.ismanual","biogeographicrealm.realm"
"1","529807-1","","Done","27/03/2019","3.1","LC","Stable","Terrestrial","English","","","","","TRUE",""
